best_model,mean_auc,mean_precision,mean_recall,mean_f1,mean_brier,pooled_oof_brier
best_regularized_logit,0.9655766307601681,0.26895352122624844,0.8181818181818182,0.36046176046176054,0.15130255350071956,0.163609008225402
