year,date,match_id,home_team,away_team,p_home_win,p_draw,p_away_win,predicted_class
2014,2014-06-22,31,United States,Portugal,0.3147835825319166,0.291585185873067,0.39363123159501645,away_win
2014,2014-06-23,32,Australia,Spain,0.08993046261732848,0.13008206404317582,0.7799874733394957,away_win
2014,2014-06-23,33,Brazil,Cameroon,0.7508203927366406,0.1753787832306416,0.07380082403271776,home_win
2014,2014-06-23,34,Croatia,Mexico,0.3145566378401708,0.2829679633071412,0.402475398852688,away_win
2014,2014-06-23,35,Netherlands,Chile,0.4267099030825467,0.25351504246935375,0.31977505444809956,home_win
2014,2014-06-24,36,Costa Rica,England,0.24715106172269952,0.2700421077038114,0.4828068305734891,away_win
2014,2014-06-24,37,Greece,Ivory Coast,0.36192577254329755,0.27997510313839336,0.3580991243183091,home_win
2014,2014-06-24,38,Italy,Uruguay,0.2985170990670592,0.2901463124112394,0.41133658852170146,away_win
2014,2014-06-24,39,Japan,Colombia,0.24477035932585062,0.25974446148061064,0.49548517919353874,away_win
2014,2014-06-25,40,Bosnia and Herzegovina,Iran,0.31724350699056664,0.2991289407274443,0.3836275522819891,away_win
2014,2014-06-25,41,Ecuador,France,0.2655979017735153,0.2574779314554354,0.4769241667710493,away_win
2014,2014-06-25,42,Honduras,Switzerland,0.2823900794270611,0.2572935444923179,0.460316376080621,away_win
2014,2014-06-25,43,Nigeria,Argentina,0.1718192871186031,0.24813804400172895,0.5800426688796679,away_win
2014,2014-06-26,44,Algeria,Russia,0.20492040500282035,0.26758690871039303,0.5274926862867866,away_win
2014,2014-06-26,45,Portugal,Ghana,0.543199495768532,0.25503430530531124,0.20176619892615671,home_win
2014,2014-06-26,46,South Korea,Belgium,0.24331128597259521,0.282101571559906,0.4745871424674988,away_win
2014,2014-06-26,47,United States,Germany,0.20019814967223332,0.28458713212964837,0.5152147181981183,away_win
2014,2014-06-28,48,Brazil,Chile,0.6943007215008247,0.17936879663718933,0.12633048186198595,home_win
2014,2014-06-28,49,Colombia,Uruguay,0.34591214818024196,0.31871645692835876,0.3353713948913993,home_win
2014,2014-06-29,50,Costa Rica,Greece,0.32144153118133545,0.27123335003852844,0.4073251187801361,away_win
2014,2014-06-29,51,Netherlands,Mexico,0.44779359627077586,0.3164855194615495,0.23572088426767462,home_win
2014,2014-06-30,52,France,Nigeria,0.5526496767997742,0.2211865484714508,0.22616377472877502,home_win
2014,2014-06-30,53,Germany,Algeria,0.7068076957191983,0.182485079188678,0.11070722509212363,home_win
2014,2014-07-01,54,Argentina,Switzerland,0.5773939152387044,0.2659105181356006,0.15669556662569492,home_win
2014,2014-07-01,55,Belgium,United States,0.3448185119141035,0.2852615544044045,0.369919933681492,away_win
2014,2014-07-04,56,Brazil,Colombia,0.6775017380714417,0.2111096978187561,0.11138856410980225,home_win
2014,2014-07-04,57,France,Germany,0.2856346453915431,0.25200445210946953,0.46236090249898737,away_win
2014,2014-07-05,58,Argentina,Belgium,0.5775318655739446,0.25055753811363074,0.17191059631242459,home_win
2014,2014-07-05,59,Netherlands,Costa Rica,0.6340616846969472,0.23388030776559848,0.13205800753745425,home_win
2014,2014-07-08,60,Brazil,Germany,0.6234683394432068,0.2191058099269867,0.15742585062980652,home_win
2014,2014-07-09,61,Netherlands,Argentina,0.33392383653152474,0.3187868202094191,0.34728934325905614,away_win
2014,2014-07-12,62,Brazil,Netherlands,0.5927807180997836,0.25295073170886534,0.15426855019135102,home_win
2014,2014-07-13,63,Germany,Argentina,0.41310487428620085,0.2748841725255302,0.31201095318826894,home_win
2018,2018-06-14,0,Russia,Saudi Arabia,0.6198363396500995,0.2180350902383788,0.16212857011152162,home_win
2018,2018-06-15,1,Egypt,Uruguay,0.1808732923995449,0.27134052323312347,0.5477861843673316,away_win
2018,2018-06-15,2,Morocco,Iran,0.3495549663768699,0.2313931951341985,0.4190518384889316,away_win
2018,2018-06-15,3,Portugal,Spain,0.27304837107658386,0.27948129177093506,0.4474703371524811,away_win
2018,2018-06-16,4,Argentina,Iceland,0.6478105187416077,0.21871317923069,0.13347630202770233,home_win
2018,2018-06-16,5,Croatia,Nigeria,0.5880653174509806,0.25809770437929475,0.15383697816972466,home_win
2018,2018-06-16,6,France,Australia,0.6071059107780457,0.2430899292230606,0.14980415999889374,home_win
2018,2018-06-16,7,Peru,Denmark,0.4180087024566918,0.30754627860944633,0.27444501893386186,home_win
2018,2018-06-17,8,Brazil,Switzerland,0.5663015415162308,0.2677868386443507,0.16591161983941852,home_win
2018,2018-06-17,9,Costa Rica,Serbia,0.42574013548314976,0.24292943605570305,0.3313304284611472,home_win
2018,2018-06-17,10,Germany,Mexico,0.6192810258590716,0.2367032958550768,0.14401567828585154,home_win
2018,2018-06-18,11,Belgium,Panama,0.7801829765641627,0.13433534696439334,0.08548167647144396,home_win
2018,2018-06-18,12,Sweden,South Korea,0.4584616261262186,0.2826204682177445,0.2589179056560369,home_win
2018,2018-06-18,13,Tunisia,England,0.1434287897263287,0.27999246537674166,0.5765787448969296,away_win
2018,2018-06-19,14,Colombia,Japan,0.6365966796875,0.23582878708839417,0.12757453322410583,home_win
2018,2018-06-19,15,Poland,Senegal,0.4868373266957597,0.22685937445517626,0.286303298849064,home_win
2018,2018-06-19,16,Russia,Egypt,0.560215617427928,0.23963607428831193,0.20014830828376,home_win
2018,2018-06-20,17,Iran,Spain,0.18862659863392106,0.20704520982773364,0.6043281915383453,away_win
2018,2018-06-20,18,Portugal,Morocco,0.5643883263410877,0.26631202896964506,0.1692996446892672,home_win
2018,2018-06-20,19,Uruguay,Saudi Arabia,0.6698190619783033,0.21235910216241405,0.11782183585928258,home_win
2018,2018-06-21,20,Argentina,Croatia,0.5299169859314863,0.2590196651512484,0.21106334891726528,home_win
2018,2018-06-21,21,Denmark,Australia,0.47006141438988724,0.29076838060068516,0.2391702050094276,home_win
2018,2018-06-21,22,France,Peru,0.4532320527296035,0.25868616946422046,0.28808177780617605,home_win
2018,2018-06-22,23,Brazil,Costa Rica,0.684532800777769,0.1966549993558228,0.11881219986640812,home_win
2018,2018-06-22,24,Nigeria,Iceland,0.2799942278860279,0.2710744819365287,0.4489312901774433,away_win
2018,2018-06-22,25,Serbia,Switzerland,0.29687688965339126,0.29363421835695397,0.40948889198965477,away_win
2018,2018-06-23,26,Belgium,Tunisia,0.6360660195350647,0.2223641276359558,0.1415698528289795,home_win
2018,2018-06-23,27,Germany,Sweden,0.6611753702163696,0.20768815279006958,0.1311364769935608,home_win
2018,2018-06-23,28,South Korea,Mexico,0.25763674802670633,0.2852297638288211,0.4571334881444726,away_win
2018,2018-06-24,29,England,Panama,0.6331940010252296,0.2433965842397548,0.12340941473501557,home_win
2018,2018-06-24,30,Japan,Senegal,0.2746410749745689,0.26724500260487205,0.458113922420559,away_win
