country,iso3,wc_year,won_wc,runner_up,semifinalist,finalist,top4,is_host,is_winner,wc_titles_before,wc_finals_before,wc_semifinals_before,wc_participations_before,years_since_last_wc,years_since_last_win,years_since_last_final,num_teams_in_tournament,total_goals_in_tournament,avg_goals_per_match,confederation,gdp_per_capita,gdp_total,gdp_growth,gdp_per_capita_rank,gdp_total_rank,population,population_log,population_rank,population_growth,urbanization_pct,pop_density,pop_pct_young,life_expectancy,infant_mortality,under5_mortality,health_spending_pct_gdp,physicians_per_1000,literacy_rate,edu_spending_pct_gdp,secondary_enrollment,tertiary_enrollment,govt_effectiveness,rule_of_law,control_corruption,political_stability,voice_accountability,regulatory_quality,internet_users_pct,electricity_access_pct,air_transport_passengers,trade_pct_gdp,inflation,unemployment,investment_pct_gdp,fdi_pct_gdp,govt_spending_pct_gdp,military_spending_pct_gdp,military_personnel,gini_index,rd_spending_pct_gdp,scientific_articles,gdp_per_capita_vs_winner,population_vs_winner,gdp_per_capita_log,gdp_total_log,is_europe,is_south_america,is_africa,is_asia,is_north_america,is_oceania,football_tradition,fifa_rank,fifa_rank_inverse,elo_rating,gdp_per_capita_vs_avg,population_vs_avg,football_power_index,is_former_champion,decade,is_strong_europe,is_strong_sa
Hungary,HUN,1982,0,0,0,0,0,0,0,0,2,2,7,4,99,28,24,146,2.8076923076923075,UEFA,2255.06405686887,24141667188.0517,2.84108854244893,13.0,13.0,10705535.0,16.186271455403556,14.0,-0.0589521155113363,58.5060126756435,119.095950606297,,69.3578048780488,19.8,22.0,,2.4,,4.42117977142334,,,,,,,,,,,1020700.0,,6.8358050825954,,,0.0,49.4148071292392,3.24330699374926,,,,,0.2977399019985929,0.1893325654060477,7.720933658127053,23.90720511353061,1,0,0,0,0,0,10,,,1760.0,0.37677362073290654,0.29453109283934814,23.799999999999997,0,1980,0,0
Scotland,GBR,1982,0,0,0,0,0,0,0,0,0,0,4,4,99,99,24,146,2.8076923076923075,UEFA,9146.07735701852,515048916841.37,2.09306886432368,6.0,3.0,56313641.0,17.84644735505875,5.0,-0.0358427938348334,78.5790435793683,232.768325548712,,74.1780487804878,10.8,12.7,,,,5.1887001991272,,,,,,,,,,,23872500.0,49.6135434545171,8.59886383332186,,20.4946881762739,1.05101856977298,37.6715488409641,5.38132652115477,,29.9,,,1.207571983445698,0.9959339834847292,9.12108036219869,26.96752771725744,1,0,0,0,0,0,88,,,1700.0,1.5281165387788813,1.5493030685054714,35.4,0,1980,0,0
Spain,ESP,1982,0,0,0,0,0,1,0,0,0,1,5,4,99,99,24,146,2.8076923076923075,UEFA,5156.02303792945,195856752991.065,1.2464617922282,11.0,8.0,37986012.0,17.45272854466013,9.0,0.600390137240396,72.3864629768046,76.0541624954951,,76.1341463414634,10.7,13.0,,,,,,,,,,,,,,,14637600.0,36.5726058076023,14.4150020548327,,22.5835171130443,0.910198417224102,26.2955140715127,2.66030674579303,,,,,0.6807583976781328,0.6718009984092261,8.54792083222781,26.000649376887942,1,0,0,0,0,0,85,,,1820.0,0.8614626545377655,1.0450726308370943,38.1,1,1980,1,0
Argentina,ARG,1982,0,0,0,0,0,0,0,1,2,2,7,4,4,4,24,146,2.8076923076923075,CONMEBOL,2914.76708504176,84307486836.724,-0.735659159103619,12.0,10.0,28924262.0,17.1801913164575,11.0,1.60420679867482,83.6905247145442,10.5690677424188,,68.973,31.1,36.5,,,,1.59786999225616,59.5750198364258,23.6957092285156,,,,,,,,,4595900.0,15.6114860999886,,,21.7549479464592,0.269252481027723,,2.70455793520044,,,,,0.3848416028829119,0.5115395659289014,7.977545193376721,25.15773650983422,0,1,0,0,0,0,92,,,1860.0,0.48699607662104805,0.7957654144731328,71.39999999999999,1,1980,0,1
Chile,CHL,1982,0,0,0,0,0,0,0,0,0,1,5,8,99,99,24,146,2.8076923076923075,CONMEBOL,1663.28043251256,19710229067.2864,-11.5020620535762,16.0,17.0,11850214.0,16.287856484454082,13.0,1.45778010136388,82.2659680645396,15.9377323370077,,70.291,22.8,26.9,,,91.129997253418,,,,,,,,,,,,822400.0,39.4992535942326,9.94102693041832,,11.6103909760837,2.03447660923205,30.4467834585012,8.87726773839499,,,,,0.2196057142873719,0.2095767672732528,7.416547095471028,23.70440357992511,0,1,0,0,0,0,53,,,1680.0,0.27789906408339027,0.32602354574527503,24.299999999999997,0,1980,0,0
Belgium,BEL,1982,0,0,0,0,0,0,0,0,0,0,5,12,99,99,24,146,2.8076923076923075,UEFA,9343.86109959618,92095926187.5331,0.594986767578831,5.0,9.0,9856303.0,16.103621706977695,17.0,-0.027176883483947,75.5119686088274,,,73.8880487804878,11.1,13.3,,2.5,,5.3167200088501,,,,,,,,,,,2000800.0,117.925349546572,8.72654906555471,,21.5987922902751,1.59852890452747,,3.26994459142415,,,,,1.2336857037866418,0.1743134866598749,9.142474839760194,25.24609654673789,1,0,0,0,0,0,70,,,1780.0,1.5611620288110182,0.271166989220599,32.4,0,1980,0,0
Soviet Union,RUS,1982,0,0,0,0,0,0,0,0,0,1,3,12,99,99,24,146,2.8076923076923075,UEFA,,,,,,140823000.0,18.76301434062041,1.0,0.628287744424107,70.8518142700195,,,67.8060975609756,21.2,26.6,,,,,,46.9566307067871,,,,,,,,,,,,,,,,,,,,,,2.490522879816456,,,1,0,0,0,0,0,42,,,1800.0,,3.8743278207876135,24.6,0,1980,0,0
El Salvador,SLV,1982,0,0,0,0,0,0,0,0,0,0,1,12,99,99,24,146,2.8076923076923075,CONCACAF,735.360954743528,3399189100.0,-6.30847137584757,18.0,19.0,4622477.0,15.34644126656852,21.0,1.12864400772766,43.9191790518912,223.092519305019,,53.342,73.8,95.8,,,,,,10.3386001586914,,,,,,,,,254800.0,51.2477402331044,11.7288868654679,,13.2214121303225,-0.0294187810851712,,2.7763365312517,,,,,0.0970909442381579,0.0817507419237293,6.6003614735543605,21.94680274012288,0,0,0,0,1,0,10,,,1480.0,0.12286329899161581,0.12717376594768515,5.4,0,1980,0,0
England,GBR,1982,0,0,0,0,0,0,0,1,1,1,6,12,16,16,24,146,2.8076923076923075,UEFA,9146.07735701852,515048916841.37,2.09306886432368,6.0,3.0,56313641.0,17.84644735505875,5.0,-0.0358427938348334,78.5790435793683,232.768325548712,,74.1780487804878,10.8,12.7,,,,5.1887001991272,,,,,,,,,,,23872500.0,49.6135434545171,8.59886383332186,,20.4946881762739,1.05101856977298,37.6715488409641,5.38132652115477,,29.9,,,1.207571983445698,0.9959339834847292,9.12108036219869,26.96752771725744,1,0,0,0,0,0,88,,,1840.0,1.5281165387788813,1.5493030685054714,64.6,1,1980,1,0
Northern Ireland,GBR,1982,0,0,0,0,0,0,0,0,0,0,1,24,99,99,24,146,2.8076923076923075,UEFA,9146.07735701852,515048916841.37,2.09306886432368,6.0,3.0,56313641.0,17.84644735505875,5.0,-0.0358427938348334,78.5790435793683,232.768325548712,,74.1780487804878,10.8,12.7,,,,5.1887001991272,,,,,,,,,,,23872500.0,49.6135434545171,8.59886383332186,,20.4946881762739,1.05101856977298,37.6715488409641,5.38132652115477,,29.9,,,1.207571983445698,0.9959339834847292,9.12108036219869,26.96752771725744,1,0,0,0,0,0,88,,,1700.0,1.5281165387788813,1.5493030685054714,35.4,0,1980,0,0
Kuwait,KWT,1982,0,0,0,0,0,0,0,0,0,0,0,99,99,99,24,146,2.8076923076923075,AFC,12978.8949980867,21577153356.4192,-11.7491028182833,1.0,16.0,1662480.0,14.323821021364596,23.0,4.87196094186907,96.5026679633863,93.2929292929293,,72.2716829268293,25.4,30.0,,1.62,,3.0335099697113,76.1494369506836,9.93743991851807,,,,,,,,,1460700.0,106.868631806855,7.77679842690853,,25.1935684108484,-0.0004171078478858,30.8259430750589,5.95429674927583,,,,,1.7136253460338264,0.0294017630446536,9.471079855516091,23.794900876880693,0,0,0,1,0,0,10,,,1540.0,2.1684994919085314,0.04573821403821103,7.2,0,1980,0,0
Cameroon,CMR,1982,0,0,0,0,0,0,0,0,0,0,0,99,99,99,24,146,2.8076923076923075,CAF,732.250719743892,6611255963.83584,7.51620260513882,19.0,18.0,9028678.0,16.015916513789577,18.0,2.3794941171167,34.1047126957522,19.0998244166614,,51.801,101.2,169.0,,,,2.98497009277344,18.7550792694092,1.62293004989624,,,,,,,,,634000.0,62.125393518961,13.2570198610703,,24.7963165305702,1.68561561299988,,1.99051914580265,,,,,0.0966802946775995,0.1596765381613477,6.596122968628346,22.612039482417924,0,0,1,0,0,0,33,,,1660.0,0.12234364435095332,0.24839733822126406,17.7,0,1980,0,0
Czechoslovakia,CZE,1982,0,0,0,0,0,0,0,0,2,2,5,12,99,20,24,146,2.8076923076923075,UEFA,,,,,,10314826.0,16.149092835707307,16.0,0.138100551275644,75.4892493933998,,,70.8078048780488,13.2,15.2,,,,,,,,,,,,,,,852600.0,,,,,,,,,,,,,0.1824226877308795,,,1,0,0,0,0,0,45,,,1740.0,,0.28378189172495555,33.7,0,1980,0,0
West Germany,DEU,1986,0,1,0,1,1,0,0,2,4,6,8,4,12,4,24,132,2.5384615384615383,UEFA,13511.1520027486,1050092624515.9,2.28733925852798,2.0,1.0,77720436.0,18.168628792339405,3.0,0.0457680639736539,79.9848477297039,222.611737748117,,74.3968292682927,8.7,10.6,,,,,,,,,,,,,,,15174000.0,42.7811833269648,-0.129413360854742,,23.5417801621924,0.113516138662449,25.2528453921173,2.77739964953778,,,,,3.932143343986628,2.5224096601386865,9.511270697692629,27.679899490032035,1,0,0,0,0,0,95,,,1960.0,2.1030212399306962,1.744562865517688,105.3,1,1980,0,0
Brazil,BRA,1986,0,0,0,0,0,0,0,3,4,7,12,4,16,16,24,132,2.5384615384615383,CONMEBOL,1854.03775211919,256480852471.129,7.48999999999982,17.0,8.0,138336370.0,18.745198741093155,2.0,2.0601457180807,72.2954563738046,16.551095100106,,64.389,60.1,73.6,,,,,,,,,,,,,,,17194700.0,15.8606541452464,147.142826237604,,19.9608396615159,0.134512965266612,,1.22038872750142,,58.4,,,0.5395796157879293,4.489694268268381,7.525121108442322,26.27031984953548,0,1,0,0,0,0,100,,,1940.0,0.28858240744733105,3.105187084289068,126.2,1,1980,0,1
Uruguay,URY,1986,0,0,0,0,0,0,0,2,2,4,6,16,36,36,24,132,2.5384615384615383,CONMEBOL,1938.8108486947,5880112788.40947,8.80980829469384,16.0,19.0,3032845.0,14.925011680847858,22.0,0.522589894361019,87.5924935821549,17.3285624500057,,72.187,24.1,27.3,,,,3.1028299331665,75.0588607788086,,,,,,,,,,340800.0,46.4837402254368,76.3806364119544,,11.1816622849821,0.629239630793004,24.1308598246503,4.12128017967434,,,,,0.5642510847626486,0.0984307077961234,7.569830099527414,22.49484178037527,0,1,0,0,0,0,80,,,1760.0,0.30177740537472664,0.06807718839702588,84.8,1,1980,0,1
Denmark,DEN,1986,0,0,0,0,0,0,0,0,0,0,0,99,99,99,24,132,2.5384615384615383,UEFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,47,,,1860.0,,,27.9,0,1980,0,0
France,FRA,1986,0,0,1,0,1,0,0,0,0,2,9,4,99,99,24,132,2.5384615384615383,UEFA,13430.4824599685,764946585850.933,2.38953554470334,3.0,2.0,56956002.0,17.857789632997846,5.0,0.511141505762455,73.6440191686816,105.679565822433,,75.6,8.3,10.1,,2.8,,4.74810981750488,,,,,,,,,,,25211400.0,42.5039101426742,2.53852591781413,,21.8089701080998,0.425633765361723,41.1195381287873,3.08576501575346,,,,,3.908666130079133,1.8485018489561529,9.505282212920315,27.363071845918167,1,0,0,0,0,0,90,,,1920.0,2.090464963319528,1.2784710324778823,42.6,1,1980,1,0
Canada,CAN,1986,0,0,0,0,0,0,0,0,0,0,0,99,99,99,24,132,2.5384615384615383,CONCACAF,14521.1800806,379006836991.724,2.12148083355379,1.0,7.0,26100278.0,17.077456523577194,14.0,0.994040150630969,76.465781906127,2.91116122865311,,76.4639024390244,7.7,9.4,,2.0,,6.02058982849121,,,,,,,,,,,20378500.0,53.0651501053871,4.1947862908562,,21.6803068568065,0.714941620101729,,2.10919711788911,,31.7,,,4.226091275499429,0.8470821414268087,9.58336355784493,26.660820081422127,0,0,0,0,1,0,10,,,1560.0,2.2602328899969346,0.5858636173694172,7.8,0,1980,0,0
Italy,ITA,1986,0,0,0,0,0,0,0,3,4,5,10,4,4,4,24,132,2.5384615384615383,UEFA,11341.0939892903,641862313287.44,2.85997186889063,5.0,3.0,56596155.0,17.85145160800368,9.0,0.0054492818967762,66.8093932934176,192.431930230186,,75.7707317073171,9.9,11.4,,,,4.64418983459473,,,,,,,,,,,13811100.0,36.0801894012968,5.82354691862017,,22.3297672412374,-0.0238376159388179,46.0406305106292,1.97714264210667,,31.2,,,3.3005925204928936,1.836823047399096,9.336188044347368,27.18763965235104,1,0,0,0,0,0,93,,,1840.0,1.7652500348361033,1.2703936754045386,121.10000000000001,1,1980,1,0
Paraguay,PRY,1986,0,0,0,0,0,0,0,0,0,0,3,28,99,99,24,132,2.5384615384615383,CONMEBOL,1031.15623781062,3723993942.79088,4.96483566571362,19.0,20.0,3611474.0,15.099626557222424,21.0,2.83088119594996,46.1489095256024,9.09004278882457,,66.172,43.5,53.0,,,,,32.1303901672363,8.9486198425293,,,,,,,,,184200.0,67.1355549237912,31.7425972672999,,22.9025578896384,0.0161117340472993,,3.80406563785285,,,,,0.3000968486101315,0.1172100592042445,6.93843601260442,22.03806256982685,0,1,0,0,0,0,10,,,1740.0,0.16050026447497676,0.08106546687646769,13.2,0,1980,0,0
Poland,POL,1986,0,0,0,0,0,0,0,0,0,2,4,4,99,99,24,132,2.5384615384615383,UEFA,,,,,,37456119.0,17.438680645768866,12.0,0.681065576626595,60.7310600195075,122.289722158738,,70.8487804878049,17.2,19.6,,2.0,,,,,,,,,,,,,1573500.0,,16.5499681731381,,,,,2.94140353586042,,28.0,,,,1.215634925116789,,,1,0,0,0,0,0,50,,,1760.0,,0.840764124043405,25.799999999999997,0,1980,0,0
Morocco,MAR,1986,0,0,0,0,0,0,0,0,0,0,1,16,99,99,24,132,2.5384615384615383,CAF,855.169311523438,19462085540.2231,9.27110576948627,20.0,18.0,22600803.0,16.933495994584757,15.0,2.17766698529866,45.4191665649414,50.6403831503473,,59.951,76.6,98.2,,,,5.25930023193359,34.0101699829102,8.16674041748047,,,,,,,,,1095500.0,50.2806035838223,8.73355918706675,,27.4821582933337,0.0028218070204728,,4.30445955767833,,,,,0.2488794675394403,0.733506999550175,6.751299474505975,23.691734078579746,0,0,1,0,0,0,28,,,1680.0,0.1331077635352515,0.5073121520404332,16.8,0,1980,0,0
Hungary,HUN,1986,0,0,0,0,0,0,0,0,2,2,8,4,99,32,24,132,2.5384615384615383,UEFA,2330.84188308476,24778163812.0131,1.53494882486977,14.0,16.0,10630564.0,16.179243806295396,17.0,-0.170579145153423,59.7298883576261,118.27507788162,,69.1734146341463,18.5,20.7,,2.6,,4.73552989959717,,,,,,,,,,,1150600.0,,5.29166170071091,,,0.0,53.2296533963077,3.22373254959589,,,,,0.6783436671123604,0.3450139848201901,7.753984804510577,23.933228610805976,1,0,0,0,0,0,10,,,1720.0,0.36279733852821183,0.23862047292052216,22.6,0,1980,0,0
Scotland,GBR,1986,0,0,0,0,0,0,0,0,0,0,5,4,99,99,24,132,2.5384615384615383,UEFA,10611.112210096,601452653180.885,4.01232987098167,6.0,4.0,56681396.0,17.852956601982395,6.0,0.231610229834337,78.3338976324727,234.288414004051,,74.9292682926829,9.4,11.1,,,,4.38083982467651,,,,,,,,,,,29373100.0,50.5278201169357,3.42760940369314,,22.1262091437958,1.42482066983063,34.9778582587354,5.05982373679728,,31.9,,,3.088146313559062,1.8395895362777728,9.269657052701854,27.122613654684244,1,0,0,0,0,0,88,,,1700.0,1.6516278073535238,1.2723070496838542,35.4,0,1980,0,0
Spain,ESP,1986,0,0,0,0,0,0,0,0,0,1,6,4,99,99,24,132,2.5384615384615383,UEFA,6508.8506547565,251141555185.933,3.25332169179885,9.0,9.0,38584624.0,17.46836441310691,11.0,0.298782366814399,73.8040123770958,77.2557744674035,,76.5104878048781,8.8,10.7,,,,,,,,,,,,,,,15403500.0,35.3920090023813,8.7949393229032,,21.7288582238905,1.37396544143913,29.5451061238933,2.6250366796807,,,,,1.8942673262721927,1.2522604519410956,8.780918168887052,26.24928258199396,1,0,0,0,0,0,85,,,1840.0,1.013107629290612,0.866095272681725,38.7,1,1980,1,0
Argentina,ARG,1986,1,0,0,1,1,0,1,1,2,2,8,4,8,8,24,132,2.5384615384615383,CONMEBOL,3436.07819471053,105872372613.857,6.15337706275693,11.0,13.0,30811980.0,17.243414133357028,13.0,1.55539122422629,85.4178161704202,11.258849193734,,70.281,25.4,29.6,,2.984,,1.261549949646,70.5317306518555,37.8025398254395,,,,,,,,,5034700.0,14.4860327921395,,,17.4617642050861,0.542162214587862,,2.31367874921125,,42.8,,,1.0,1.0,8.142086040327891,25.38550017368492,0,1,0,0,0,0,92,,,2010.0,0.5348282236828464,0.6916255091656163,75.89999999999999,1,1980,0,1
Portugal,PRT,1986,0,0,0,0,0,0,0,0,0,1,1,20,99,99,24,132,2.5384615384615383,UEFA,3861.9484333688,38745901353.7059,4.14095608461172,10.0,15.0,10032734.0,16.121363705047568,18.0,0.0909537577185482,45.1700998776134,109.647366120219,,73.2658536585366,15.5,19.3,,,,3.04924988746643,,,,,,,,,,,2422600.0,54.0200662667425,12.3313334897219,,23.1721064910143,0.614648795347915,33.6617596033034,1.91582545286477,,,,,1.1239407878766705,0.3256114667087282,8.258927110586733,24.3802908156343,1,0,0,0,0,0,68,,,1760.0,0.6011152551047785,0.22520119645258727,31.199999999999996,0,1980,1,0
Belgium,BEL,1986,0,0,1,0,1,0,0,0,0,0,6,4,99,99,24,132,2.5384615384615383,UEFA,12170.0406962702,120018787249.413,1.82276203316596,4.0,11.0,9861823.0,16.10418159792719,19.0,0.0356488507832359,77.0595057745216,,,74.7317073170732,9.5,11.4,,2.9,,4.8522801399231,,,,,,,,,,,2233200.0,112.327024533852,1.2943681910248,,18.5655923999919,0.608121458920649,,2.95377262399122,,,,,3.5418404374512367,0.320064565795512,9.406732529958743,25.51091412788593,1,0,0,0,0,0,70,,,1820.0,1.8942762297301208,0.22136481828419288,33.6,0,1980,0,0
Soviet Union,RUS,1986,0,0,0,0,0,0,0,0,0,1,4,4,99,99,24,132,2.5384615384615383,UEFA,,,,,,144894000.0,18.791512998566088,1.0,0.717573866435774,72.4661331176758,,,69.389756097561,19.4,24.2,,3.939,,,97.0887680053711,55.5937118530273,,,,,,,,,,,,,,,,,,,,,,4.70252155168217,,,1,0,0,0,0,0,42,,,1820.0,,3.2523838625444648,25.2,0,1980,0,0
Iraq,IRQ,1986,0,0,0,0,0,0,0,0,0,0,0,99,99,99,24,132,2.5384615384615383,AFC,2940.40623181091,47264516129.0323,4.64759057416617,12.0,14.0,16074145.0,16.59272263849301,16.0,2.46073395287681,70.0249004069035,36.7518233989528,,60.031,48.3,59.4,,0.596,,,50.6374206542969,10.750129699707,,,,,,,,,535000.0,42.9388479388479,,,19.5761670761671,0.0019422604422604,,,,,,,0.8557448536349803,0.5216849095708876,7.986303024872911,24.579025663365925,0,0,0,1,0,0,10,,,1580.0,0.45767649999533394,0.3608105912059837,8.399999999999999,0,1980,0,0
England,GBR,1986,0,0,0,0,0,0,0,1,1,1,7,4,20,20,24,132,2.5384615384615383,UEFA,10611.112210096,601452653180.885,4.01232987098167,6.0,4.0,56681396.0,17.852956601982395,6.0,0.231610229834337,78.3338976324727,234.288414004051,,74.9292682926829,9.4,11.1,,,,4.38083982467651,,,,,,,,,,,29373100.0,50.5278201169357,3.42760940369314,,22.1262091437958,1.42482066983063,34.9778582587354,5.05982373679728,,31.9,,,3.088146313559062,1.8395895362777728,9.269657052701854,27.122613654684244,1,0,0,0,0,0,88,,,1840.0,1.6516278073535238,1.2723070496838542,64.6,1,1980,1,0
Northern Ireland,GBR,1986,0,0,0,0,0,0,0,0,0,0,2,4,99,99,24,132,2.5384615384615383,UEFA,10611.112210096,601452653180.885,4.01232987098167,6.0,4.0,56681396.0,17.852956601982395,6.0,0.231610229834337,78.3338976324727,234.288414004051,,74.9292682926829,9.4,11.1,,,,4.38083982467651,,,,,,,,,,,29373100.0,50.5278201169357,3.42760940369314,,22.1262091437958,1.42482066983063,34.9778582587354,5.05982373679728,,31.9,,,3.088146313559062,1.8395895362777728,9.269657052701854,27.122613654684244,1,0,0,0,0,0,88,,,1680.0,1.6516278073535238,1.2723070496838542,34.8,0,1980,0,0
South Korea,KOR,1986,0,0,0,0,0,0,0,0,0,0,1,32,99,99,24,132,2.5384615384615383,AFC,2910.82908054352,119965960795.24,11.50298504807,13.0,12.0,41213674.0,17.534280652459273,10.0,0.99472386803381,66.5771098057876,427.261808003317,,69.4463414634146,17.2,22.4,,0.6,,3.54106998443604,,,,,,,,,,,7211400.0,58.4215727531928,2.74998096063358,,33.5677032848044,0.568911377423885,12.8971246731509,4.94825625094216,,,,,0.8471370311142586,1.3375860298494286,7.976193226990403,25.510473879449677,0,0,0,1,0,0,24,,,1600.0,0.4530727935667992,0.9251086189474264,13.2,0,1980,0,0
Mexico,MEX,1986,0,0,0,0,0,1,0,0,0,0,8,8,99,99,24,132,2.5384615384615383,CONCACAF,1756.93563367491,134556034672.991,-3.92995990782299,18.0,10.0,76585637.0,18.15392011060186,4.0,2.03427532389064,69.6387724260466,39.3969171017773,,67.377,45.6,54.3,,,,,,,,,,,,,,,13824500.0,29.6062225899787,86.2333169923538,,17.8341987947217,1.78364352504343,24.9047140489714,0.634622463096704,,,,,0.5113200381701214,2.4855798621185654,7.471326453295735,25.625246563897587,0,0,0,0,1,0,55,,,1760.0,0.2734683877479713,1.7190904377095553,27.299999999999997,0,1980,0,0
Bulgaria,BGR,1986,0,0,0,0,0,0,0,0,0,0,4,12,99,99,24,132,2.5384615384615383,UEFA,2260.4272811545,20249294117.6471,4.20760200326254,15.0,17.0,8958171.0,16.008076634649573,20.0,-0.0265197545262494,65.2507095336914,80.9741571002441,,71.7307317073171,15.0,18.8,,2.953,,,,,,,,,,,,,1965300.0,83.5035643944016,2.69999999999986,,35.8763413684718,0.0,,,,,,,0.6578509431578661,0.2907366225734276,7.723309136854021,23.731385771503597,1,0,0,0,0,0,10,,,1700.0,0.35183725137720673,0.20108086462043848,12.0,0,1980,0,0
Sweden,SWE,1990,0,0,0,0,0,0,0,0,1,3,7,12,99,32,24,115,2.2115384615384617,UEFA,30549.3185706762,261466577008.853,0.754674765275468,1.0,9.0,8558835.0,15.962474640724892,16.0,0.772602675661167,83.4041730411294,21.0115414726333,,77.5368292682927,5.9,7.0,,3.249,,5.21969985961914,,,,,,,,,0.584,100.0,11402500.0,55.9055187749585,10.3665533879493,,29.1105249361854,0.75819431696212,35.2249379383803,2.46222087771384,65000.0,,,,,,10.327097658972123,26.289572299697017,1,0,0,0,0,0,48,,,1760.0,2.3893398920885565,0.25402270219437423,30.199999999999996,0,1990,0,0
Brazil,BRA,1990,0,0,0,0,0,0,0,3,4,7,13,4,20,20,24,115,2.2115384615384617,CONMEBOL,2619.80141064047,390725626002.866,-4.35000000000022,16.0,6.0,149143223.0,18.82041763041367,1.0,1.78613575086263,74.8699006951598,17.8440685367797,,65.862,51.9,62.8,,1.085,,,,,,,,,,,0.0,87.475116,19149600.0,15.1555990810218,2947.73277248299,,20.1677066020429,0.253118795948323,,2.36384102519699,295000.0,60.5,,,,,7.8708537964169,26.69127142683057,0,1,0,0,0,0,100,,,1920.0,0.20490133046049785,4.426509509815079,125.6,1,1990,0,1
Uruguay,URY,1990,0,0,0,0,0,0,0,2,2,4,7,4,40,40,24,115,2.2115384615384617,CONMEBOL,2995.36105663465,9298807850.29979,0.297348378681562,15.0,20.0,3104403.0,14.948331984331968,20.0,0.5863044602648,89.0930129250252,17.7374185807336,,72.994,20.7,23.6,,3.68,,,82.0396194458008,30.11083984375,,,,,,,0.0,,318300.0,41.6284721190914,112.525905573023,,12.2008510128042,0.446723931376437,21.9130325715206,3.52740166449266,25000.0,,,,,,8.004820056417044,22.95315204074901,0,1,0,0,0,0,80,,,1780.0,0.23427480541891782,0.09213740406963353,85.4,1,1990,0,1
Italy,ITA,1990,0,0,1,0,1,1,0,3,4,5,11,4,8,8,24,115,2.2115384615384617,UEFA,20873.7834092719,1183945130898.51,1.98577491758405,6.0,2.0,56719240.0,17.853624040944638,6.0,0.0837085729587984,66.709368079219,192.850430111183,,76.9707317073171,8.4,9.7,,5.494,,,,,,,,,,,0.0175,100.0,19750000.0,36.2382276733087,6.456609061464,,23.1619903483889,0.544008814945352,43.1435311988436,1.8807984132592,493000.0,,,,,,9.946249268225364,27.799873309170003,1,0,0,0,0,0,93,,,1940.0,1.6325916823055888,1.6834037122121455,124.10000000000001,1,1990,1,0
Germany,DEU,1990,0,0,0,0,0,0,0,0,0,1,2,52,99,99,24,115,2.2115384615384617,UEFA,22385.6778250275,1778162195860.07,5.25500610110028,3.0,1.0,79433029.0,18.190424822088445,2.0,0.861969448764933,80.0133210327747,227.517053819494,,75.0856341463415,7.0,8.5,,,,,,,,,,,,,0.126,100.0,22146900.0,45.6889546847935,2.69646824292392,,25.2643366002088,0.143783444028002,24.5955746089283,2.50676361181222,545000.0,,,,,,10.0161766505395,28.206601472627945,1,0,0,0,0,0,95,,,,1.7508407892973987,2.357539626603865,,1,1990,1,0
Yugoslavia,SRB,1990,0,0,0,0,0,0,0,0,0,2,7,8,99,99,24,115,2.2115384615384617,UEFA,,,,,,7897937.0,15.882112144093956,17.0,0.0525591771428475,50.3664886343009,,,72.1552682926829,24.2,28.0,,,,,,,,,,,,,,100.0,,,,,,,,,180000.0,,,,,,,,1,0,0,0,0,0,52,,,1840.0,,0.23440752140927232,28.799999999999997,0,1990,0,0
Austria,AUT,1990,0,0,0,0,0,0,0,0,0,2,4,8,99,99,24,115,2.2115384615384617,UEFA,21596.068219998,165811372382.912,4.34564183768971,4.0,11.0,7677850.0,15.853850118014456,18.0,0.762001611316115,64.110852115312,93.0422927775085,,75.5682926829269,8.0,9.5,,3.008,,4.97673988342285,,,,,,,,,0.13,100.0,2532100.0,71.769481946408,3.26187231878573,,27.0291365800716,0.393820997085781,35.7312243774238,1.19566026670559,43000.0,,,,,,9.980266550251416,25.83411666826587,1,0,0,0,0,0,43,,,1740.0,1.6890834141170492,0.22787542978023015,23.1,0,1990,0,0
Scotland,GBR,1990,0,0,0,0,0,0,0,0,0,0,6,4,99,99,24,115,2.2115384615384617,UEFA,19095.4669984608,1093169389204.55,0.779266119883417,8.0,3.0,57247586.0,17.86289603357075,4.0,0.298930554095876,78.1091783885209,236.628719050965,,75.8804878048781,7.9,9.3,,1.614,,4.05552005767822,,,,,,,,,0.0874,100.0,47113600.0,48.2498264500798,8.06346090938833,,23.5558879470108,3.78380567982468,32.583043271347,3.983217694585,308000.0,35.7,,,,,9.857206255944,27.720102289514752,1,0,0,0,0,0,88,,,1720.0,1.493505033571458,1.6990848041614106,36.0,0,1990,0,0
Spain,ESP,1990,0,0,0,0,0,0,0,0,0,1,7,4,99,99,24,115,2.2115384615384617,UEFA,13795.0159385128,536175326477.31,3.7813935513235,11.0,5.0,38867322.0,17.475664404133877,8.0,0.101828842607043,74.8374358949045,77.8218044209515,,76.8375609756098,7.4,9.2,,2.037,,3.63618993759155,,,,,,,,,0.0129,100.0,21652000.0,35.652904977259,6.72181952228656,,26.8366821808878,2.60802970996431,29.3535492279672,2.29330520898016,263000.0,32.0,,,,,9.532062642034033,27.007727046167908,1,0,0,0,0,0,85,,,1840.0,1.0789432771677208,1.153566129210208,38.7,1,1990,1,0
